review,sentiment,cleaned_review
Its been a while since I've used this: If I can remember correctly this did what it was suppose do. I just wish the ring tone volume could've been lowered and I paid $50 for this when it first came out. Now if I could only find something to allow my fax machine to work with one line.,positive,since use remember correctly suppose wish ring tone volume could lower pay first come could find something allow fax machine work one line
"There is a reason she is obscure: If there were a fire at my house and I could save only one CD, this would be it... ONLY IF I had just one CD to begin with. Since I have more, I prioritize this at the bottom just above the AOL CD ROMs that keep coming in the mail. I was attracted to this album after hearing one of Sibbery's tracks on a compilation album called ""Voce, Women of the World"". It was enough to suspect she had talent, so I bought ""Bound by the Beauty"". After four optomistic efforts of trying to like this disk, I just can't. She does have a great voice when she isn't singing in an annoying falsetto (which is about half the time). Her lyrics are so quirkily slapped here and there that they go beyond artistic and become merely self-indulgent. Maybe she has better material on other CD's. This is something I will never know.",negative,reason obscure fire house could save one cd would one cd begin since prioritize bottom aol cd rom keep come mail attract album hear one sibbery track compilation album call voce woman world enough suspect talent buy bound beauty four optomistic effort try like disk great voice sing annoy falsetto half time lyric quirkily slap go beyond artistic become merely self indulgent maybe well material cd something never know
"I Was Surprised When I First Saw This Game: Three years ago my aunt and uncle was babysitting us and they rented this game.I loved it a whole lot,but after I beat ""KROWS NEST"",and ""HOT HEAD HOP"" I couldn't get 15 Kremcoins or beat the level after that.A few months later someone else that rented this game got it up to the third level in""krem Quay. My brother got it for christmas that year. About the game.This game has 50 levels. You can ride or transform into 7 anmials like Rambi,Squaks,Enguarde,Rattly,Squitter,Glimmer,and,clapper. Your mission is to rescue DK who was kidnapped by Kapt. K.rool by beating 5 bosses.This the sequal to Donkey Kong Country.I have the sequal to this game. -Rob Close 7/8/01",positive,surprise first saw game three year ago aunt uncle babysitting u rented game love whole lot beat krows nest hot head hop get kremcoins beat level month later someone else rent game get third level krem quay brother get christmas year game game level ride transform anmials like rambi squaks enguarde rattly squitter glimmer clapper mission rescue dk kidnap kapt rool beating boss sequal donkey kong country sequal game rob close
"Big help from Amazon: I have used this product before. It is like an antidepressant. It really seems to help if your dog has joint pain. I guess it still hurts, but evidently it makes them feel so much better, it doesn't hurt as much.",positive,big help amazon use product like antidepressant really seem help dog joint pain guess still hurt evidently make feel much good hurt much
"Better than I expected!: I thought this was one of Red Dress Ink's best efforts so far. The heroine, Cassie, was a hoot. So many of the chic lit books are only about the endless pursuit for the perfect man. But Cassie was actually trying to run away from involvement and commitment. I found this book to be a page turner--couldn't wait to see if love would catch up to her in the end. I thoroughly enjoyed this book and would highly recommend it.",positive,well expect thought one red dress ink best effort far heroine cassie hoot many chic lit book endless pursuit perfect man cassie actually try run away involvement commitment find book page turner wait see love would catch end thoroughly enjoy book would highly recommend
Great addition to my Prius!: These were easy to install and are a perfect fit. It's a great addition to my Prius! I recommend this product for any Prius owner.,positive,great addition prius easy install perfect fit great addition prius recommend product prius owner
scottiesgems: I bought this to see if using the gels would help keep my Jawbone in place. None of the gels fit in my ear.,negative,scottiesgems buy see use gel would help keep jawbone place none gel fit ear
Phantom of the Opera dvd: Both dvds I bought were very very dark and in black and white. Sound was bad too. Am very dissapointed with my purchase. I would appreciate any help or advise on what to do with these dvds. Please help...,negative,phantom opera dvd dvd buy dark black white sound bad dissapointed purchase would appreciate help advise dvds please help
"Broken after two uses on a 16 lb dog.: I purchased this brand of retractable leash thinking that it was a quality product, especially after seeing the very poor reviews that other retractable leash brands received. Unfortunately, I only managed to get two days of use out of it, two walks with my 16 lb dog and the belt frayed and nearly tore in half. Very disappointing.",negative,break two us lb dog purchase brand retractable leash think quality product especially see poor review retractable leash brand receive unfortunately manage get two day use two walk lb dog belt fray nearly tore half disappointing
"Caller ID makes this phone a FAILURE: The phone has some good qualities... sound quality is good, buttons are easy to use and not overcrowded, answering machine base is slim - doesn't take up much more room than a standard base. However, the caller ID feature is terrible. Only the caller name is displayed during an incoming call, and only the first 8 characters of that!! Often, all we see is ""Maine"" come up on the display. Thanks, that narrows it down to about a million people. The caller ID is one of the most important features and it fails to deliver. For this reason, I cannot recommend this phone and I am trying to find a replacement. Not sure whether to go with Panasonic or Uniden.",negative,caller id make phone failure phone good quality sound quality good button easy use not overcrowd answer machine base slim take much room standard base however caller id feature terrible caller name display incoming call first character often see maine come display thanks narrow million people caller id one important feature fail deliver reason not recommend phone try find replacement not sure whether go panasonic uniden
"One of the Best Movies I've Seen!: WOW!! I had heard how good this movie is, but didn't realize it was that good. We saw the DVD for the first time over the weekend during a dinner party at a neighbor's house. We were all very impressed with the tremendous struggle that Charles had to maintain, with the discrimmination, especially in the south. Even some Afro-Americans were taking advantage of this blind black man. Not only was he a musical genius, but also a survivor!I found it troubling how much Charles got caught in spider webs of drug abuse and unethical women, bound to get a hold of some of his fortune. I was surprised that he had 12 children, many out of wedlock? All an all, his life was success, because of the joy of music he brought to millions and millions around the globe. I will never forget how Charles could deliver the song ""America""...how he could make me shed a tear every time he sang that great song.I hope this film wins many awards. It deserves a lot of praise!",positive,one best movie see wow heard good movie realize good saw dvd first time weekend dinner party neighbor house impress tremendous struggle charles maintain discrimmination especially south even afro american take advantage blind black man not musical genius also survivor find trouble much charles get caught spider web drug abuse unethical woman bind get hold fortune surprise child many wedlock life success joy music bring million million around globe never forget charles could deliver song america could make shed tear every time sing great song hope film win many award deserves lot praise
"Not any help at all...: As a Foreign Currency Dealer, I was NOT helped from this book at all! Actually the title is misleading since he does NOT concentrate on FX, he only shows some graph examples using FX crosses instead of stocks... The author just refers to a lot of TA indicators only reviewing their typical Buy and Sell signals that are written in every TA book, and furthermore the sections are very bad structured. Really very very disappointed!!!",negative,not help foreign currency dealer not help book actually title mislead since not concentrate fx show graph example use fx cross instead stock author refers lot ta indicator review typical buy sell signal write every ta book furthermore section bad structure really disappointed
"This is not the answer for me!: I purchased this product and I'm disappointed.In the product description it states that you have a Security Suite with Xandros. Mine doesn't work and for it to work you have to purchase the updates from the Xandros Store--it's more expensive than my equivalent suite I'm using with Windows XP.If you're looking for a cheaper alternative to Microsoft, in my opinion this is not it. Xandros has a store to sell the add-ons and they're not cheap. Keep your plastic handy. There are apps that run under Windows that you're not going to be able to use with Xandros.I build my computers and all is not lost. Xandros is a good substitute for ""Burn-in"" software.I may try another Linux distribution.",negative,not answer purchased product disappointed product description state security suite xandros mine work work purchase update xandros store expensive equivalent suite use window xp look cheap alternative microsoft opinion not xandros store sell add ons not cheap keep plastic handy apps run windows not go able use xandros build computer not lose xandros good substitute burn software may try another linux distribution
"Great Sci Fi: Threshold is an engrossing and underated Sci Fi series. Unfortunately, only lasted one season. But, I'd put it up there with the best of Sci Fi TV.For anyone who hasn't seen it. You can think of it as a cross between the X Files and a CSI show.Intense, creepy and funny. Recommended for Sci Fi, horror or detective fans.",positive,great sci fi threshold engross underated sci fi series unfortunately last one season put best sci fi tv anyone see think cross file csi show intense creepy funny recommend sci fi horror detective fan
"An Accurate Depiction of Fans: This film made me weep.It didn't make me weep because it upset me, or because I thought Mister Spurlock took an unfair gaze upon nerds of all genres, but because this film summed up all the hopes, joys and aspirations of folks who genuinely want to go to an event like Comic Con. The commentaries from folks like Kevin Smith were poignant and true, the interviews with the people the film focused on were genuine and heart-warming, and this film as a whole inspired me as a comic book nerd and wannabe writer/artist to pursue my dreams and not give up.In a word, this film is amazing.",positive,accurate depiction fan film make weep make weep upset think mister spurlock take unfair gaze upon nerd genre film sum hope joys aspiration folk genuinely want go event like comic con commentary folks like kevin smith poignant true interview people film focus genuine heart warm film whole inspire comic book nerd wannabe writer artist pursue dream not give word film amaze
"None of the project code works: I wasted two days on the book's project code, only to realize that they do not function. After downloading the code from Wrox's website and trying to use that code, it didn't function either.",negative,none project code work waste two day book project code realize not function download code wrox website try use code function either
"Most Useful/Helpful Book on Applique: If I could have only one book on applique, this would be the one. Every question I've ever had on every technique is clearly answered and beautifully photographed. When I don't understand what another book presents, or I'm having trouble with a technique, I come back to this book.",positive,useful helpful book applique could one book applique would one every question ever every technique clearly answer beautifully photograph understand another book present trouble technique come back book
ONE OF THE BEST MOVIES OF 1999: This is one of the best movies ever I could not believe how goodIt was It was much better than A Beautiful Mined and Pearl Harbor it is a must buy.#28,positive,one best movie one best movie ever could not believe goodit much well beautiful mine pearl harbor must buy
"I LOVE this CD (oh, and so do my kids): I think this is one of the BEST Raffi cd's. I purchased it on a whim, not really sure which children cd i should buy. Well, my kids (2 and 5) LOVE this cd!!! The songs are really catchy and we find ourselves singing them throughout the day without the cd playing. Even my husband sings them. I really enjoy this cd and have since purchased another Raffi cd, which my kids also enjoy.",positive,love cd oh kid think one best raffi cd purchase whim not really sure child cd buy well kid love cd song really catchy find sing throughout day without cd play even husband sings really enjoy cd since purchase another raffi cd kid also enjoy
"Didn't totally work: I got this as a replacement for the cable that came with my daughter's Zune 4 GB. Unfortunately it doesn't work, at least not totally. The zune does charge when using the cable, but it wont sync.",negative,totally work get replacement cable come daughter zune gb unfortunately work least not totally zune charge use cable wont sync
bad bad bad: this movie is such a waste of time you definately will want to see it!!bruce springsteen must be so embarrassed!,negative,bad bad bad movie waste time definately want see bruce springsteen must embarrass
"Great GPS: We owned a Mio GPS, but, even after updating the maps, our house which was built in 2003 was not on the GPS... This GPS had it from the begining and is great at guiding us on our vacation.",positive,great gps own mio gps even update map house build not gps gps begin great guide u vacation
"Beautiful!!!: This has to be most beautiful sounding music I've ever heard. The orchestration is superb and Sissell's (did I spell that right?) vocals are beautiful and haunting. I've seen the movie at least a million times in the last year and a half, but it still affects me like the first time I saw it. If you love beautiful music, buy this cd and ""Back To Titanic"" also. That one is just as beautiful as this one. My favorite track is ""Rose"".",positive,beautiful beautiful sound music ever hear orchestration superb sissell spell right vocal beautiful haunt see movie least million time last year half still affect like first time saw love beautiful music buy cd back titanic also one beautiful one favorite track rise
"Old Twist on an Old Classic: This video version of Shakespeare is a fun exploration of the roots of stage comedy. Instead of presenting a staid, typical rendering of ""Shrew,"" the production transforms the play into a comedia del'arte romp. The story and the words are what we expect; but, the presentation runs wild in the comedia fashion. This production was highly praised when it first appeared for its energy and innovation and the DVD captures the feel of the stage performance. The DVD is a very enjoyable and very different approach to Shakespeare that deserves a place in any serious Shakespeare-on-stage library.",positive,old twist old classic video version shakespeare fun exploration root stage comedy instead present staid typical rendering shrew production transforms play comedia del arte romp story word expect presentation run wild comedia fashion production highly praise first appear energy innovation dvd capture feel stage performance dvd enjoyable different approach shakespeare deserve place serious shakespeare stage library
particle board: I purchased this desk from COASTER. THE DESK was delivered from CHINA severely damaged. The desk is made of PARTICLE BOARD!!!! Do not buy this desk as I did or you will regret your purchase. After the worst customer service DO NOT BUY FROM MADISON SEATING {also known as} HIGHTECHSEATING.com.,negative,particle board purchase desk coaster desk deliver china severely damage desk make particle board not buy desk regret purchase bad customer service not buy madison seating also know hightechseating com
it cracked after 5 months used: should return this cutting board from the day i received it.first I was unable to removed the glue !now it cracked right at the center !,negative,cracked month use return cut board day receive first unable remove glue crack right center
"Lhasa Apro DVD review. Big dissapointment: The film only showed one Lhasa Apso young puppie with only elementary information about the breed. Although a cute puppie there were no film of other puppies or mature Lhasas with different color schemes not aging Lhasas were shown. The short training tips segment were pretty nice but not related specifically to Lhasas. Finally, the bonus segment showing a several dogs of different breed's running wild and barking in an obviously residental area. I was not only silly and annoying but also an approval of dog's running loose where they most likely by law should controlled by being on a leash.BK",negative,lhasa apro dvd review big dissapointment film show one lhasa apso young puppie elementary information breed although cute puppie no film puppies mature lhasas different color scheme not age lhasas show short training tip segment pretty nice not relate specifically lhasas finally bonus segment show several dog different breed run wild bark obviously residental area not silly annoy also approval dog run loose likely law control leash bk
"WHY?: I totally agree with all the others, even the ones who have given1 stars.The plot is awesome and goes well until THAT moment! All I can say is WHY. Jeez... I cried, still feel like crying and I'm still depressed after reading it. I barely got through the rest of the book.I usually enjoy rereading NJO books, but this one... It breaks my heart.What are you going to do?What can possibly be done when you've slashed so many good characters that carried the hope of the storyline?I'm sad and angry that you've done this.Ex-Reference Librarian from occupied Obroa-Skai",positive,totally agree others even one give star plot awesome go well moment say jeez cry still feel like cry still depress reading barely get rest book usually enjoy reread njo book one break heart go possibly do slash many good character carry hope storyline sad angry do ex reference librarian occupy obroa skai
"The Reign of Terror Had Never Been So Dull: Theres little need to give a synopsis of the story, as that has already been done in almost every other review shown here. I don't know why the director chose to use painted cityscapes, rather than actually make the movie on location. The artificial backdrop in front of which the characters parade make the movie seem dull and lifeless and I found myself watching the film with a certain amount of detachment, not really feeling involved wih the people or their lives. If you want to watch an exciting film about the French Revolution, buy A Tale of Two Cities instead.",negative,reign terror never dull there little need give synopsis story already do almost every review show know director choose use paint cityscape rather actually make movie location artificial backdrop front character parade make movie seem dull lifeless find watch film certain amount detachment not really feel involve wih people live want watch exciting film french revolution buy tale two city instead
"Best and Most Soulful Teacher Ever!: This is Mick Fleetwood. A God among drummers. This is not just for drummers though. This DVD personifies what every musician, digital producer, singer and performer needs to know about being REAL and being a solid artist. A must have for drummers - and everyone else! Thanks for the depth and insight, Mick!!!!",positive,best soulful teacher ever mick fleetwood god among drummer not drummer though dvd personifies every musician digital producer singer performer need know real solid artist must drummers everyone else thanks depth insight mick
"THIS MOVIE IS SOOO FUNNY: Dumb and Dumber is one of my favorite slap/stick comedies I've ever seen. Jim Carrey and Jack Daniels are the perfect pair for this movie.The plot is that Lloyd (Jim Carrey) sees this gorgeous lady-Mary Swanson-while taking her to the airport and he falls in love with her at first sight. The lady is one her way to Aspen,Colorado and right before she leaves the airport she forgets her briefcase. Now it's Lloyd's and Harry's (Jack Daniel's)turn to return the briefcase, and maybe see if Lloyd can get the girl.Most of the humor in this movie is on the way to Aspen. Overall, this movie is excellent! I highly recommend this movie to comedy lovers!The DVD features include: Both widescreen and regular full-frame versions converted from the new, High Definiton transfer of the film!Multiple Languages and subtitles!High quality Dolby Digital multi-channel surround sound!Original theatrical trailers!Bckround information on the stars and more!",positive,movie sooo funny dumb dumber one favorite slap stick comedy ever see jim carrey jack daniel perfect pair movie plot lloyd jim carrey see gorgeous lady mary swanson take airport fall love first sight lady one way aspen colorado right leave airport forgets briefcase lloyd harry jack daniel turn return briefcase maybe see lloyd get girl humor movie way aspen overall movie excellent highly recommend movie comedy lover dvd feature include widescreen regular full frame version convert new high definiton transfer film multiple language subtitle high quality dolby digital multi channel surround sound original theatrical trailer bckround information star
"Cute and Charming film!: I was weary of this film when I read the description, but decided to give it a try. It is an adorable, well made, classy film, especially considering the subject matter. It was very interesting and kept my attention, and the story was great.",positive,cute charming film weary film read description decide give try adorable well make classy film especially consider subject matter interest keep attention story great
"Good Mp3 Player: I also experienced the problem that two other reveiwers of this product did. Namely, my screen would flash on and off. I tried replacing the batteries and that didn't work. Finally in desperation I turned the device on and pressed the menu button several times in a row. This fixed the problem and I haven't experienced it since! The sound quality on this prodcut is good. With the volume being (for me anyway) more than loud enough. The radio and voice recording are both decent. Overall this was a very good buy for the money.",positive,good mp player also experience problem two reveiwers product namely screen would flash tried replace battery work finally desperation turn device press menu button several time row fix problem experience since sound quality prodcut good volume anyway loud enough radio voice record decent overall good buy money
interesting period in history: A very interesting period in history. The love story was so-so but I liked the family intrigue and the setting.,positive,interesting period history interesting period history love story like family intrigue setting
"The plot is lazy and worn out!: Hapka had me going and had an interesting plot in the working for the first Lost book, but had changed drastically in the second. I had the feeling that in Secret Identity Dexter was ultimately going to find first hand the punishments of his untruthfulness, but also see what was going to happen between Kate and the cop and relize he needed to enjoy his own life. This book was a major let down. Sounds more like a bedtime story or short stories, definately not a novel done by a esteemed writer. Pass on this, but read the first one if you are a die hard Lost fan.",negative,plot lazy worn hapka go interesting plot work first lose book change drastically second feeling secret identity dexter ultimately go find first hand punishment untruthfulness also see go happen kate cop relize need enjoy life book major let sound like bedtime story short story definately not novel do esteemed writer pas read first one die hard lose fan
Look Great in our New Home!: My husband purchased these doorknobs after we bought a home that had a bunch of mixed-match knobs. These knobs were easy to install and look fabulous! We would definitely purchase again!,positive,look great new home husband purchase doorknobs buy home bunch mixed match knob knob easy install look fabulous would definitely purchase
"Not well edited - several of the step-by-steps didn't work: Mr Cogswell seems to know his topic, but the editors/testers did a terrible job checking out the step-by-step instructions and examples: the diskette install didn't work (I was able to figure out how to install it manually on W95, though). Another example was on page 425: steps 3-5 were a copy of steps 3-5 from page 420 - that was fine on page 420, but made no sense on page 425. There were several other examples of this type of poor proofing throughout the book",negative,not well edited several step step work mr cogswell seem know topic editor tester terrible job check step step instruction examples diskette install work able figure install manually though another example page step copy step page fine page make no sense page several example type poor proof throughout book
"Makes no sense: This product is crap. Why would you have a fitted cover for a flip open product like this. This is a generic product for LG phones. Since most of the features require the phone to be open, the leather case is silly.Buyers beware.",negative,make no sense product crap would fit cover flip open product like generic product lg phone since feature require phone open leather case silly buyer beware
"crosley crap: I was very disappointed with my purchase.the record player doesnt play very clear. and the tapes were clear,then the tape player wasnt eatting them. I would not recommend spending all that $$ for something i think is not that good.",negative,crosley crap disappointed purchase record player doesnt play clear tape clear tape player wasnt eatting would not recommend spend something think not good
"Just didn't do anything for me: This book might have been hot back in 2000 but it hasn't held up well. I've read this book a couple of times and each time I wonder ""Why did I pick this up?"" I've never understood the whole Charlie, Dalton, Harry triangle thing. If Dalton was looking for Charlie that hard surely he would have found her after all that time as the mother didn't change their SS#s or their names. Didn't get that at all. That said, I do think the book does a good job of exploring the character's emotions.",negative,anything book might hot back hold well read book couple time time wonder pick never understood whole charlie dalton harry triangle thing dalton look charlie hard surely would find time mother change s name get say think book good job explore character emotion
"worked for an hour: We purchased this to empty our waterbed. I primed it, plugged it in and it worked for about an hour. It now runs for about 30 seconds, overheats and shuts off. Wish I'd had the success the others encountered, but we will be looking for other options.",negative,work hour purchase empty waterbed prim plug worked hour run second overheats shut wish success others encounter look option
Disappointing: I read Mr. Harford's column in The Financial Times and some are interesting and most are pretty pedestrian as is this book. Nothing really new or insightful here for the informed reader.,negative,disappoint read mr harford column financial time interest pretty pedestrian book nothing really new insightful inform reader
"Pasion De Gavilanes: I am so very disappointed. I was about to purchase Pasion de Gavilanes but I am glad I read the reviews. I don't understand why not sell the ""Novela""in full in the DVD version! That shows very little respect for the public. Thank you for the alert!",negative,pasion de gavilanes disappointed purchase pasion de gavilanes glad read review understand not sell novela full dvd version show little respect public thank alert
"Great product...smells wonderful too: I love this moisturizer - it's light, not greasy and does a wonderful job of keeping my face moisturized. It's smell terrific too.",positive,great product smell wonderful love moisturizer light not greasy wonderful job keep face moisturize smell terrific
It will change your life: This book will teach you to look at life in a different way. It will really change your life with a thought-provoking parable.,positive,change life book teach look life different way really change life think provoke parable
Even Better Than Zoom: Once again Istvan Banyai takes your perception on a roller coaster ride. This amazing sequel is even better than Zoom. Thoroughly enjoyable and could also be used as part of a motivational speech on seeing things as they are and aren't. Perception isn't always reality.,positive,even well zoom istvan banyai take perception roller coaster ride amaze sequel even well zoom thoroughly enjoyable could also use part motivational speech see thing perception always reality
"Please...: This book is nothing more than a trite rehash of the kind of security stuff you can find in any Google search. Save your money and get anything by Bruce Schnier, Steven Northcutt, etc.If I could get my money back I would. What a waste.",negative,please book nothing trite rehash kind security stuff find google search save money get anything bruce schnier steven northcutt etc could get money back would waste
"S.W.A.T in Action: This is one of the 1970s action dramas about S.W.A.T team in action. Many of us who enjoyed this show were saddened that this show did not reappear in re-runs and thanks to the producers and the studio for 13 glorious episodes (three DVDs). Now we have the opportunity to view, entertain and enjoy this show. This is one of the few shows about a team of cops in action. There were several single cop shows such as Beretta; two-cop shows such as Starsky and Hutch, but S.W.A.T is the only one about a team. The show stars well known actor Steve Forrest and this show also paved way for the success of Robert Urich (Vegas) and Mark Shera (Barnaby Jones). I hope the success of this DVD set will convince Columbia TriStar to produce second set of DVD covering the second season.",positive,action one action drama team action many u enjoy show sadden show not reappear run thanks producer studio glorious episode three dvds opportunity view entertain enjoy show one show team cop action several single cop show beretta two cop show starsky hutch one team show star well know actor steve forrest show also pave way success robert urich vega mark shera barnaby jones hope success dvd set convince columbia tristar produce second set dvd cover second season
"Sabrina: Well, I thought this book was mildly interesting. I was very bored in the middle. It also was poorly written, and hard for me to understand. It was lacking the sense of adventure I usually see in the Sabrina series.",negative,sabrina well think book mildly interesting bore middle also poorly write hard understand lack sense adventure usually see sabrina series
"EXCEPTIONAL BEAUTIFUL!!!: 1. Miracle -10/102. Brahms Lullaby - 8.5/103. If I Could - 9.5/104. Sleep Tight - 8/105. What A Wonderful World - 10/106. My Precious One - 10/107. A Mothers Prayer - 8/108. The First Time Ever I Saw Your Face - 7.5/109. Baby Close Your Eyes - 8.5/1010. Come To Me - 9/1011. Le loup, la biche et le chevalier (une chanson douce) - 8.5/1012. Beautiful Boy - 9.5/1013. In Some Small Way - 10/10",positive,exceptional beautiful miracle brahms lullaby could sleep tight wonderful world precious one mother prayer first time ever saw face baby close eye come le loup la biche et le chevalier une chanson douce beautiful boy small way
"Not as advertised!: This product, which is advertised with dimension of 5 x 12 x 13 is not 5"" deep as advertised, it is more like 3 inches deep at most. Also, previous reviewer indicated this pan is induction cooktop compatible, this is false -- it is NOT induction cooktop compatible.",negative,not advertised product advertise dimension not deep advertise like inch deep also previous reviewer indicate pan induction cooktop compatible false not induction cooktop compatible
"Disappointed: I bought this shaver for my husband. He has been using it for 8 months. I have started to look for another shaver since the shaver does not cut the hair close enough, especially on the neck. We thought that he just needs to get used to this type of shaver and it will get better. It did not.",negative,disappointed buy shaver husband use month start look another shaver since shaver not cut hair close enough especially neck think need get use type shaver get good not
"For me and mosquitoes-It worked!: After hearing about the qualities of repelling bugs and tired of being bitten by mosquitoes, I finally remembered to try this. I really battle with mosquitoes and this stuff worked! I would rather smell like SSS, than smell like so many of the other repellant creams and sprays. I have tried skintastic, organic creams, herbal creams, OFF!, DEET, and others. Recently, I put on SSS before sitting in a park area and watched as the mosquitoes flew all around and bothered other people, but did not bite me at all! It seemed amazing because I usually walk away with more than 15 bites. I am impressed and will re-stock for future summers and warm weather trips.",positive,mosquito work hear quality repel bug tire bitten mosquito finally remember try really battle mosquito stuff work would rather smell like ss smell like many repellant cream spray try skintastic organic cream herbal cream deet others recently put sss sit park area watch mosquito fly around bothered people not bite seem amazing usually walk away bite impressed stock future summer warm weather trip
"New Montauk Article a must read: Reporter Chris Ketchum brings it all home with an excellent,objective, and honest report on the Montauk Project for national men'smagazine, Gear. ...Don't miss this one!",negative,new montauk article must read reporter chris ketchum bring home excellent objective honest report montauk project national men smagazine gear miss one
"We are Living Single.....EXCELLENT DVDS: Where are the other seasons?? I am dying here. I LOVE ""Living Single"" and watching these dvds has been a delight and a joy for me. All the characters are hilarious and funny and everyone needs to buy these and experience the same enjoyment.",positive,live single excellent dvd season die love living single watch dvd delight joy character hilarious funny everyone need buy experience enjoyment
"Grindin': ...I do like the music in this video, because it's upbeat and goes along with the moves. The stretching in the begining and end is great. In this viedo they show you a dance move and then break it down and then do it at tempo. It took me a lot of rewinding to get the fun moves down. But once you know the whole routine and moves you can do it at clubs and parties. I didn't sweat a whole lot during this workout, probably becasue of all the breaking the move down.",positive,grindin like music video upbeat go along move stretch begining end great viedo show dance move break tempo take lot rewinding get fun move know whole routine move club party sweat whole lot workout probably becasue break move
"No color pictures: Major disappointment. Probably a ton of good content. But the little stick drawings of plants, at best, and no drawings a lot, for most, is a real let down.",negative,no color picture major disappointment probably ton good content little stick drawing plant best no drawing lot real let
"Favorite Jeans: My son recently needed new jeans- I asked him to go through all of his pairs and bring me his favorite, most comfortable pair so that I could get duplicates of them. The levi's 514 slim straight were the winners hands down. Highly recommend.",positive,favorite jean son recently need new jean ask go pairs bring favorite comfortable pair could get duplicate levi slim straight winner hand highly recommend
no good for white water rafting: So I bought these shoes for a white water rafting trip...let's just say once wet these guys just slip right off..I lost one of them to the river..wouldn't buy them again..not very comfy either,negative,no good white water raft buy shoe white water raft trip let say wet guy slip right lose one river buy not comfy either
"Crusin is not the ""Duets"" version, it's shorter!: Just want to make folks aware that if you are expecting the full ""Duets"" version of Crusin', don't buy the one on this album. It's a shorter edited version that seems to just fade away in the middle of the song.",negative,crusin not duets version shorter want make folk aware expect full duet version crusin buy one album shorter edit version seem fade away middle song
"ACTING DIRECTING AND A SCRIPT....WHO NEEDS THOSE THINGS?: Who cares about good acting and writing? This is a horror movie. Fact is, this movie has stupid characters and bad situations...Basically, its the first 2 movies spliced with a new one. I loved the first 2 films, but this one left nothing good behind. The bully with the bad breath? He wont make up his mind if he cares about his ""friends"" or not. One minute hes defending them then the next he's threatening them at gun point. My God! Then we have those 3 UGLY girls. I dident like any of them. Then we have the other 3 guys who are just badly acted characters who will just end up in the mouth of demon-land. My god, the first 2 films had everything a true horror film should have, but this one bit the dust. Terrible. The 4th one will suck too I'm betting....If theres gonna be a 4th...There will be!",negative,act direct script need thing care good act write horror movie fact movie stupid character bad situation basically first movie splice new one love first film one left nothing good behind bully bad breath wont make mind care friends not one minute hes defend next threatening gun point god ugly girls dident like guy badly act character end mouth demon land god first film everything true horror film one bit dust terrible th one suck betting there gon na th
"An Easier Way: If you hate scrubbing your tiles in the bathroom and all those little curvies around the bowl and sink, you'll find this to be very helpful. It doesn't have to be pushed down on for it to work and do it's job. My bathroom looks bright and new. I have not, as yet, used it on anything else.",positive,easy way hate scrub tile bathroom little curvies around bowl sink find helpful push work job bathroom look bright new not yet use anything else
"slug can do no wrong: seven's travels is the latest of atmosphere's releases, and i have to say that the new stuff definitely takes a different turn than their previous albums. the beats are a bit less melodic than before, which, besides slug's inimitable verbal stylings, was what set the group apart from the others. i like that miss lucy ford has been abandoned, and that slug keeps his prose introspective and true to heart. i would give this album 5 stars if it was anyone but atmosphere. but since they are my absolute favorite hip-hop group, i have to hold them to higher standards. but still, buy the album, and make anyone who hasn't had the pleasure to know of slug and ant's existence stop living in the dark world of atmosphere ignorance. but make sure they hear lucy ford, first and foremost.",positive,slug no wrong seven travel late atmosphere release say new stuff definitely take different turn previous album beat bit less melodic besides slug inimitable verbal stylings set group apart others like miss lucy ford abandon slug keep prose introspective true heart would give album star anyone atmosphere since absolute favorite hip hop group hold high standard still buy album make anyone pleasure know slug ant existence stop living dark world atmosphere ignorance make sure hear lucy ford first foremost
"bitter and not that yum: bought these for a group of family who loves coffee / tea and was visiting my home. the packing is awesome and the cookies look very preciously packed.however I wasn't impressed by them at all taste wise. found them to be bitter and lots of essence. was disappointed as I was really counting on them and thought with the packing and reviews, I had found the right one.",negative,bitter not yum buy group family love coffee tea visit home pack awesome cooky look preciously pack however impressed taste wise find bitter lot essence disappoint really count think pack review find right one
"Great for those who started but just can't finish ....: This little volume packs as much of a punch as any of the ginormous or gigandous plodding tomes you will find on the same subject. This is the one that actually got me inspired to do what I wanted to do, sit down and write without that gnawing anxiety blocking my creative urge. If you think you've got a children's book in you and you just haven't been able to get it to come out--or you haven't been able to finish it--this book will do the trick. Once I find a publisher, look for my children's book on Amazon next. The working title: ""The Most Important Nation on Earth!""",positive,great start finish little volume pack much punch ginormous gigandous plod tome find subject one actually get inspired want sit write without gnaw anxiety block creative urge think get child book able get come able finish book trick find publisher look child book amazon next working title important nation earth
